"_id",total_tags,total_views,category_title
VA7Y_Psp5l4,10,1095787,Music
L_SyKf-ETlY,20,1095765,Music
ObRqWRfC5rA,29,1095311,Music
d3h_uD-5d7A,19,1094075,Howto & Style
upIaeqJEA2I,0.0,1092715,Music
rnhlTS8RgUM,4,1092582,Music
J3ue35ago3Y,7,1092165,Gaming
lYN26wt1lJQ,9,1091470,Music
8gFGhT5GpAs,23,1086201,Sports
kr1BBxXXj48,3,1078279,People & Blogs
5ELQ6u_5YYM,33,1076928,Entertainment
UHh6kJ-HWYw,34,1075976,News & Politics
YHdOh90kGHQ,8,1073102,People & Blogs
zbGSbZXzvqw,38,1071689,Comedy
P4YJwy_T9pM,18,1071286,People & Blogs
p9RLCdyn_40,37,1070142,People & Blogs
cosN6ilQ5u0,13,1069666,Howto & Style
C59j0Rmucss,7,1067349,Music
fsoyuZDgkxM,0.0,1065613,Music
6zRtrLBg3vk,12,1060809,Entertainment
VhMW87avFIM,15,1058658,Music
DrApVH3afMI,45,1057019,People & Blogs
N1MZRowhMtc,17,1056924,Film & Animation
ao_CJr7-NR4,29,1054267,News & Politics
676hNIhKO2M,12,1053402,Music
lJFqvRwOiis,35,1051339,News & Politics
mHhZ9jk-DrU,45,1050937,Autos & Vehicles
PkRo5l8679g,8,1050017,Film & Animation
l7VfDVVxiMM,36,1048317,Education
h0zMjd5ZAJ4,34,1047192,Comedy
"-jWIDwq44ZI",13,1045948,Entertainment
jOTLVy7kgXA,35,1042921,Entertainment
p5HH2UfZ2wE,24,1036313,Pets & Animals
QpFcf7uBacI,2,1031633,Science & Technology
8h7cnLWQKtM,36,1031470,Howto & Style
eeBMQpzoEXQ,25,1031262,Film & Animation
zMV51hydg8E,14,1031151,Comedy
JqA6TZW9-0w,37,1030553,People & Blogs
qzt7JvsYIuI,33,1029600,Entertainment
wYQcU5VXde8,11,1026139,Entertainment
0oXu0XfXYYE,21,1020294,Howto & Style
ypcmAXSKrLQ,13,1019083,Entertainment
hU_oxkN9wsw,40,1018300,Sports
HPc8QMycGno,35,1015382,Music
3XklsSF53pc,40,1014570,Entertainment
oQxKEtoHygY,8,1012986,Music
L9hwGZFPSmw,13,1012972,Entertainment
v4DFeT9z7yY,2,1011961,Entertainment
"-crLmRLgeNE",29,1009304,Music
rWHrWuDnReM,7,1008863,Entertainment
6HZ-nfMfu8o,20,1008837,Gaming
Ob48twC1yf8,35,1008632,Entertainment
QNNcl2mEHzQ,36,1008315,Entertainment
TOeWI-HClI8,37,1007094,People & Blogs
ejlD0Sg-8ig,5,1005215,Howto & Style
I5X3vC-XsU0,32,1004309,Entertainment
8pffcngJJq0,2,1002079,News & Politics
Cyf1eXYE9Bw,46,1001459,Entertainment
d7gOtEwaJzw,13,997078,Music
fMbuWa-OdN8,24,995222,Sports
icyhX6PjKjM,17,995001,Music
hLljd8pfiFg,2,994928,Film & Animation
PcYhtiJneHg,6,993486,Music
k-UAk-kp7q0,33,992666,Gaming
TVARgV7H4xw,22,992009,Music
hpapqEeb36k,15,991224,Howto & Style
bYXM3uz1bjM,11,990904,Music
2dls8iCoQTI,29,988788,Entertainment
G1Ky9-OoWyo,15,988435,Gaming
7FM_MfpYOLU,27,987735,Film & Animation
xNNxGzBfZ2k,38,986267,Entertainment
IPgdIHV_zMo,17,986201,Film & Animation
k1cA-Wh3Tc0,33,985989,Science & Technology
v0xBdIyNijk,31,982290,Sports
oQGA42-U0Ro,21,980256,Entertainment
xSMA4LZESY0,8,979968,Music
eljAjPH6zQI,18,978232,Howto & Style
fABSffnIhrk,7,973471,Entertainment
15aTCG3as6Q,21,971601,Entertainment
kZkIDiw0jDU,10,970237,Entertainment
mwgUesU1pz4,29,968539,Film & Animation
IC_lnyn2R2Q,20,967640,Entertainment
pwj_SZHqiSc,13,967548,Entertainment
eQVhAN7-IAw,10,965593,Music
akohTFyGu88,37,965376,Gaming
HjoJqZDjxgI,11,963680,Entertainment
6_DgXvcfhYg,35,962671,Music
dbMtuJ1tZnc,10,962532,Entertainment
gd0bB-5X4o0,14,959841,Sports
BR4aMnZMwic,13,959750,Entertainment
SJsvPv5Q_oY,10,959368,Pets & Animals
IdyXKJ8NcNI,0.0,956440,People & Blogs
alRtHXnZMOI,16,954825,Music
gXg2_yExgVY,32,954230,Entertainment
PUcS24GuAog,10,953238,Howto & Style
tJFk9dPdxO0,17,952714,Entertainment
90IJanuV_0M,19,949695,People & Blogs
7Usr96nwjqI,36,946562,Entertainment
o9zRQijCN5w,19,944726,Music
wxe8weq5RtU,21,944671,Entertainment
GiEuzWc62V4,26,942463,Entertainment
J1QKJxYsZMQ,9,942321,Entertainment
jNStfcyNrOI,31,941709,Music
3p-lyt78cyA,12,940627,Entertainment
H08xgoXkpa8,13,939527,Entertainment
INHVfx05Sy8,27,939212,Entertainment
c84hT_DseRg,44,938244,Music
Mr8fVT_Ds4Q,10,938147,Gaming
0Np4K_PAfnI,30,936825,Entertainment
v1OhsiZjpww,8,934082,News & Politics
hNsd-m30m2E,13,933797,Entertainment
36DAv_m8Mlw,5,933283,Music
yNOAs3poxMw,32,933253,Entertainment
kP3xrSPYi-0,13,931770,Music
Y99Wj-NStok,0.0,929926,Gaming
UuGl1BVCr1Q,26,928963,Entertainment
7ej6uL4kjHM,30,923989,Sports
iXfHlch1Lso,15,922816,Howto & Style
Zlj7SUy4CcQ,6,920330,Film & Animation
enq2P7ltPBk,18,919136,Entertainment
1cgK-BIrXes,6,916104,Entertainment
k9PdgjmQcKI,37,913634,People & Blogs
idD1C2-ISlo,6,912815,Music
CW_UQL2gm7w,33,911394,Entertainment
EsdjC5dsOTM,32,909308,Sports
pvxIoue1Qpw,16,909085,Entertainment
jMf16G4kZUo,30,908717,Music
IiRmtBZu0pM,9,907719,Comedy
oSS6kGWNEeA,30,906417,Entertainment
NsGrfU5buKc,37,904915,Entertainment
NzrQg6TMd6c,16,898989,Music
Uk44LId1RIc,12,893992,Entertainment
wLWlmJABZOg,6,893890,Music
dHDn26UX4aw,12,893409,Comedy
d6wJfdfFnYY,34,892247,Comedy
H95362B0YOg,38,890161,Music
PcuRZ3WACBU,41,884833,Entertainment
o8lSb-UOA3M,29,884786,Howto & Style
MmPPxQnaGDY,13,884415,Entertainment
akNs04ef_Co,34,881505,Howto & Style
M84oouivF7k,21,880824,Entertainment
N-XXZ01aWvw,9,880154,Entertainment
9r6NI9m_IxM,5,876916,Music
ZlPgrJFMFYY,12,875695,Entertainment
BrlpU99lGzI,22,875306,People & Blogs
FHl0nIdbiLA,15,873230,Comedy
rog8VV2A2bY,7,873113,Comedy
fHc-O9MBGnw,18,872865,Entertainment
jH2t4Tcl3Pg,9,866181,Music
6h8QgZF5Qu4,28,864189,Entertainment
JhvwFB-NUbA,18,863560,Entertainment
4DQ-2tDzJxw,7,863398,Music
BsfhHKx6ajA,27,861532,Entertainment
"_zhR6d6LDzM",0.0,860499,Film & Animation
elmet3x4AeI,35,860160,Music
JSXKDi3gi3g,27,856166,Music
LHUKKrcXfJs,20,854627,Music
QJb9-ri3cLs,38,853875,Gaming
IORxFXptCWw,9,853834,Music
d1hs-JI_yBE,24,853173,Sports
pzPtlmzwajA,5,853030,News & Politics
c_y2xNUu2aU,22,851838,Entertainment
hH-wCe5oAv8,25,851015,Entertainment
3TPY4TKo6uQ,5,846693,Entertainment
JvVYL7s-HMc,18,846012,Music
DlU4ZSU2xzg,29,845441,Entertainment
aCYf-NK3pxQ,11,843579,Music
eNbKd0cABD0,28,842736,Sports
WZEFya56qPw,20,842661,Music
DfYRIN3U3SU,2,840784,Music
FIFLT8iTyJk,14,838986,Sports
EFNeulNdfRI,15,838640,Film & Animation
PoNWU2cox9w,36,838340,Autos & Vehicles
6QtjdDiMLVg,4,837247,Music
"_4LsQ_kdLh0",26,832215,Music
nSSXvOidHeg,14,830738,Entertainment
ibI5-k5sin8,39,830143,Entertainment
CXK3OiDgymo,36,827155,People & Blogs
WnMv6-XTROY,12,821423,Entertainment
VQhvtVJvcdg,38,820488,Entertainment
KrxDhokzEv4,12,819723,Howto & Style
dtER80sOjX4,4,818772,Entertainment
svZScJMh4Pg,7,818174,Music
WxAxIy1DzXE,8,816096,Gaming
Yo0RvZZz_ds,8,815125,Music
BqxqG8IM-TQ,40,814295,Entertainment
IMwganRtaPM,6,813101,Music
08qd-vsHbaY,1,812144,Music
1cUUfMeOijg,11,811112,Education
GfxNGjfSKRY,6,807683,Music
0O2IAz1E9Ts,22,806361,Entertainment
8I_NkJ8VTEI,0.0,804935,People & Blogs
FwzoDS3zL_4,8,804049,Entertainment
WB8ozD7l02w,11,803236,Gaming
KxywNVLAf5o,34,802483,Entertainment
cIQKKzZtWwQ,7,799725,Music
0nybdPCuvRI,15,798144,Sports
wa5eXqjEewE,23,797314,News & Politics
GFMyMxMYDNk,15,795148,Education
XJiCE88hOmM,30,791920,Entertainment
h208HbsyTzs,23,790918,Music
exwdh57hGCI,21,790117,Gaming
m2i_SLAQPpU,31,789498,Entertainment
m1sdAmSq4vs,24,787814,Gaming
efNXlVeeLIw,32,787340,Entertainment
iWFgvbf_Zu8,0.0,787002,Gaming
XAcjj16GMR4,33,786869,Comedy
dGaX8AuGiuk,25,786787,Gaming
0gwkMY-mzUQ,3,786404,Entertainment
P6K9Y6FWo74,36,784803,Comedy
CdE2zc4qsDs,10,782198,Sports
BmMuLuG1yW8,12,781858,Entertainment
6mDsa-AqNcQ,35,780934,Education
t6Bi_0q_17Y,8,779273,Music
aXPCtdRxnGY,34,778630,Sports
0W86V2KcqiU,23,778276,Music
zUDcGDK_bRw,18,778269,Pets & Animals
MYnpO03crr8,9,776998,Sports
X5DWRXTOUD0,24,776168,Howto & Style
hq1ijbMabsM,9,774849,Music
p3r_puQXbJA,40,774817,Entertainment
eqMC2qENv1c,27,774572,Sports
TxY10VhmLR4,23,773025,Howto & Style
B4WBB8gAwTE,13,772099,Entertainment
14G7Qw5DC9M,36,772049,Howto & Style
2AAUadR6Hjw,8,770714,Sports
Tp_hNsBjXQA,1,770135,Comedy
S_1SwS7Jj-Y,23,769705,Entertainment
Sqbv7cCM5AI,9,769315,Music
Hw2e2XS9Wmc,9,769047,Music
LPsRp7uUXUk,10,768222,News & Politics
9pbCuFxRuqs,27,767436,Science & Technology
ggpoZyF2lU0,24,767146,Entertainment
pA5NbgdpRpk,13,764775,Entertainment
7uzjz51S--M,15,764771,Music
n1PrGpIekYY,7,762622,Music
"-xxfT301Ii8",17,761744,People & Blogs
uaa5x5UwF6Q,0.0,760112,Music
li6f_0x0IGE,17,759853,Howto & Style
rplCCSqWXIY,46,754143,Pets & Animals
XIZmIl9SsXk,44,753170,People & Blogs
nX5k7QxYJdQ,40,752731,Entertainment
vHCvmZlC5jQ,4,751858,Entertainment
OXZQ5DfSAAc,20,750287,Film & Animation
"-A9rYcBmBFo",14,750136,Entertainment
T-f34TPnngQ,10,749988,Sports
F1b5ouja_VI,6,747604,Comedy
"-GvVeT7pNT8",5,747200,People & Blogs
5ZVyvY9dySg,40,747093,Entertainment
aXWfL-1ieuE,50,745912,Science & Technology
s2zlBSsumeI,11,745860,Gaming
i3Cyofu6hLE,11,741934,Entertainment
goR0ki9OUts,30,741729,Entertainment
RrhSJzM8NLE,17,740971,Music
B-t4bU3-lHA,12,740854,Entertainment
Lu7a7zKbJo0,17,740784,Music
Oqca3fl0GEQ,7,739844,Gaming
yzJtC835sio,38,735486,Comedy
CHXD9k19q1Y,7,734995,Music
"_YCGFLhrMkk",43,734688,Entertainment
cZ2KJtiNZ0U,16,731272,Film & Animation
8HON4AswPVk,18,731007,Music
k2p9gsjcfQY,12,728006,Entertainment
DpSWgZVIfi8,16,727532,Music
jgshHi6XjJ0,19,726260,Sports
1qsRU7C_Gp0,0.0,722366,News & Politics
vVoxIgwdppE,35,721890,Entertainment
UwdLlnPaRAU,28,721001,Sports
X9VlCV1ZflQ,46,720322,Music
NsJkUfrqLzY,7,719940,Music
qgGooEyeNNc,1,717049,Music
W7oeROkyPgs,0.0,716851,People & Blogs
payPzC_QHRw,12,716500,Sports
BHloD113J54,13,714737,Entertainment
k_JTFUEp7mw,19,711324,Entertainment
YZrtSdRS3cs,7,708348,Music
Gz8KNxufA_c,2,708233,Music
WLagbArQsuE,1,707605,Music
PdWe5ULGy_s,38,707051,Comedy
exYLX9xGoyo,56,705232,Howto & Style
"-8X32zNup1o",15,704552,People & Blogs
yyROtEW9Jdc,10,702494,Entertainment
aaOB-ErYq6Y,14,701322,Science & Technology
pykyNOEVqCU,7,701024,Music
I2kAkhboAn8,41,700973,Entertainment
2YVMusIxisY,8,699507,Entertainment
nnrkPRApQg8,28,699217,Entertainment
i-G1hy73Mb8,8,698827,Entertainment
FA2k2U_pEcw,26,698538,Entertainment
FvedKSaHCBQ,34,696357,Entertainment
g4ELX7LyXDw,34,696271,Music
lOT0GOyw2pY,28,695072,News & Politics
WhLvS5GTK3E,10,694643,Gaming
xmxEuQXTHUU,41,691618,Music
0DpCDxoj_Xg,26,690533,Entertainment
CbCVIrOK2qM,31,690031,Sports
YsXK7vGLoTA,13,689695,Music
Ew-3-8itpjc,30,684718,Howto & Style
44W9qstI8H8,14,682590,Music
pVypbknP4A8,22,682546,Entertainment
ls31TkGSQGA,0.0,682131,Entertainment
d6YkGejS6IM,0.0,681434,Gaming
caIFNg_JRL4,27,681088,Film & Animation
QgaYsdnOMiM,29,680853,Howto & Style
o6XERmXsP-U,9,679104,Entertainment
jj6ibow2tdw,21,678185,Entertainment
Uy5ATBR15yw,4,676464,Sports
3RdLd4imW6U,10,676133,Entertainment
DnSO5Uhobvo,7,676095,Music
YR5qurEje5Y,5,675225,Howto & Style
mMHT2vdWvpg,38,673099,Gaming
xq9FgX_mXiE,32,671425,Entertainment
qPpUaeChvuY,19,671419,Entertainment
SDGHRQyZKes,35,669789,Comedy
VVoePRCvENk,39,669003,Comedy
XymR5UCxSfA,36,665951,Entertainment
0RxhuBwCwMs,28,665386,Comedy
Ecd4eA067P0,6,664839,Entertainment
oVruAfu53z4,18,662034,Music
nrB7aqfRzyE,0.0,661738,Film & Animation
bye513KciIk,22,661254,Entertainment
QKn9yiLVlMM,13,660849,Gaming
IIS1M7m9tw8,8,659564,People & Blogs
"-Gptp_ui-Sg",10,658805,Gaming
L_Ko2895D2E,0.0,658476,People & Blogs
kdzSkAEFJKA,12,658476,Film & Animation
Fh3zmz7Ravw,47,656687,Comedy
7HIt7pA4WqY,23,656301,Pets & Animals
nVTNrp1RuEI,7,655459,Entertainment
"_DiGQRaaHvg",22,655028,Entertainment
r63VBOagGAo,32,653114,Sports
XspEs1x9cPU,23,652407,News & Politics
rx2qG_YMrDs,9,651446,Sports
z0iTGgVhPKE,30,650530,Entertainment
9vDdx1dba6c,8,649105,Music
ZANqw73F9Pw,40,648868,Entertainment
u_OO9taOvG8,17,647098,Music
SQmOaJciI7Q,11,646792,Film & Animation
uSDRtVGLcWc,30,646278,Music
wppAQ8uZpfQ,25,644576,Comedy
ma8te7ywEio,31,644097,Entertainment
DfxhWPvhFCQ,41,642908,Entertainment
rp2I4P6bEYA,23,641465,Entertainment
35aEjj8C4Cg,9,640971,Entertainment
7pLdjf2NSiU,8,640204,Education
Mdm8rpv045U,18,639571,Entertainment
VquESKGqsDI,14,637503,Howto & Style
IP6zLZmVnfo,40,637101,Entertainment
lp_bsz_4e3U,30,637028,Entertainment
ByucbuSe958,4,636653,Music
fRQfrB6klX0,17,635403,Howto & Style
lTyDsnDq66A,25,635192,Entertainment
xyXscDJSHD0,35,634302,Entertainment
ZKw1m2yr6Wk,13,633154,Entertainment
QerVvvNem1w,23,632993,Entertainment
PpElRBQ-yGc,18,630957,Gaming
AvFNCNOyZeE,5,630508,Science & Technology
PHWAZNkqwN4,7,630483,Music
"-CCw4ZzOGlI",15,628134,Music
nIwCVaYR-HU,10,627388,Gaming
XYl_Zr8nvBo,5,625192,Music
YfOHh5mt9SM,13,625030,Entertainment
U0yo2XqufgU,4,624406,Music
6UcGyTD8twE,26,621467,Gaming
QFfEtKvXMAs,15,618861,Music
tnCbI51JpAM,15,618370,Gaming
Mv-CJ44KbW4,41,618336,Entertainment
tNoMQSvNAWE,29,618333,Film & Animation
yjV4PIDJVHg,14,617479,News & Politics
qEEtzzi1EII,44,614570,Pets & Animals
IZMkv8_w1yI,6,614095,Gaming
iRinktgcrcw,10,613781,Entertainment
CWrjDoEBQsw,30,612653,Howto & Style
DkXD5949qqQ,1,612123,Music
lq0WUudJiSM,40,612091,Comedy
ZurW-Uc6Lc0,10,612048,Howto & Style
MICQb4QW448,15,607969,Education
QODABIgXtCM,11,607885,Howto & Style
4YFo4bdMO8Q,18,607552,Music
4hrrK3rXrR0,43,607283,Entertainment
bGW2eZGnznk,0.0,607226,Film & Animation
gLOxQxMnEz8,0.0,602029,Entertainment
TX0UsGn0GPc,23,601830,Film & Animation
1KVBFtSuCm0,2,601175,Entertainment
"-i1_jpjmdJE",27,598735,Comedy
ya6CQrFacIY,5,596505,Music
GWoOLpf9G_A,34,594141,Entertainment
fQjGRb4-IQM,7,591053,Pets & Animals
94n19Cp2O2o,10,590282,Entertainment
YJ25apqV-C8,38,590126,Entertainment
KB_GCuJwPE4,7,588984,People & Blogs
VEf7dupxbRg,10,588153,Film & Animation
7WbdxpZ6Khc,9,586562,Music
v0TiqC_C8wI,30,584618,Comedy
p09c0MXDxto,15,583816,Entertainment
t8a8EFMAuSU,17,583735,Sports
a9esk9m9PqQ,1,583416,Gaming
Yedbkvwm2rY,29,580649,Entertainment
w2A8q3XIhu0,8,580538,Education
XMAMyhK-CHg,39,580314,Sports
nc6pLSQGcHQ,25,580038,Entertainment
KzNK1-mH2Xw,33,579046,Entertainment
OPtomB--3Ss,27,579019,Pets & Animals
494VkPnSvJk,12,578717,Howto & Style
BCGt31FpN5c,28,576780,Sports
pspGtXW0QYo,10,576167,Pets & Animals
QBOzHhuTzvw,36,576139,Entertainment
vIVaLtJmyPs,27,576089,Entertainment
ewm0y9nL--Q,8,575352,Music
AmXb2s1_UWo,23,575233,Education
S0NMTuz9Duo,10,575173,Music
nuKhpdLgR2U,17,572015,Music
80T59B2RVOo,18,571647,Entertainment
DSAsdcDIYgw,0.0,571188,Entertainment
e7b5hbWvWEQ,21,570602,Music
6TOSV3-7hzU,2,570451,Gaming
uCNXhk4jFXY,12,566922,Sports
IpjK885tG2c,32,566505,Entertainment
"-SIp6xSP7ds",13,566345,News & Politics
k_aT3jAK_QU,30,565283,Entertainment
mebZJFd8_Vw,15,562408,Gaming
0JcNT6jYGwI,12,559159,Entertainment
FB64ez0kf1c,29,558689,News & Politics
4OiHwMtKwis,17,557993,Music
2lCW-iaOZ_M,14,557877,Entertainment
KQT32vW61eI,15,557726,Music
XKrV_JqZX1Q,38,557639,Comedy
"_Oht6ZNXx7I",26,554883,Entertainment
yZhoHsgJlEo,25,554551,Entertainment
bwi9BNyKTcU,35,554130,Sports
H0uvmD8CSxs,22,550292,News & Politics
MLFQxVOvan4,20,549560,News & Politics
w4SSZQDFuc8,4,549313,People & Blogs
2b5szHlQI_A,25,549193,Entertainment
MwdYpMS8s28,26,548547,Education
aP0izmLk-Q8,26,546929,Entertainment
oYL6kldXWkg,14,545636,People & Blogs
iB_XgqdeU1o,22,545235,People & Blogs
rKH3G023Xfw,29,543621,Film & Animation
BLOIU9DpLq4,20,543067,Comedy
gEn3wcpNsg8,14,542622,Entertainment
KdBGLKvISJQ,22,542519,Entertainment
Wff1pf2EdS4,6,542216,Music
KdfCcEnJDlY,26,540998,Comedy
ifkRhaEDzzo,35,538885,Entertainment
mdY3XDGtVnk,41,538762,Entertainment
A9k89DYdHKQ,22,537822,Music
KIEVOMxKWxc,19,537124,Gaming
SWcdQ-6TKmI,29,536460,Entertainment
y-CvcTfcllk,3,535182,Music
IHy6iXcj004,17,533207,Education
R4EvoDEmqzY,12,530990,Entertainment
hEUj5Lbb9BY,0.0,530921,News & Politics
A9R5tJPbcKI,38,530315,Comedy
09lz1fRBBsY,23,530206,Entertainment
ERyfRmz0N-w,0.0,528163,Comedy
n0h0q0zmYHY,27,528130,Film & Animation
Ox-DSihhpBM,36,527285,Comedy
0NWKUHl6JLY,40,526710,Gaming
Geg4yDxZZDs,6,526078,Music
T3zm1_JSPOQ,22,525887,Music
PSqcvmLE0ek,13,524783,Entertainment
geeTiovdXLQ,28,523216,Education
f3uZxD39awA,5,523106,Entertainment
v_Gdg-fEz6k,17,522346,Music
dAyg7C2-mjQ,19,522173,People & Blogs
e7WSwRVKwBo,15,520704,Entertainment
7tm6bhXE5mQ,11,519837,Music
nah07N01UF0,34,519080,Entertainment
VSKuhdmYkUU,35,518852,Comedy
qT6KNyLEV24,24,518687,Sports
Yg83DR3qIPM,16,518580,Film & Animation
NclJj1h_MW4,13,518455,News & Politics
GCTyFp0PpHE,3,518377,Entertainment
XQ0sKCp_NZA,23,515277,Entertainment
RGGyTO-VlUs,7,514873,Entertainment
aQzai9oXb-g,12,514740,Howto & Style
DhwwTxTh5To,20,514603,Science & Technology
HL1LiSiBPMo,8,514403,Music
PUvVjWR3zTQ,3,514389,Music
UXm1xHECZu0,11,514125,Entertainment
fAAAZqFmDfA,6,512974,Music
DVWxQvlgRrM,2,511990,Entertainment
ZzO3DCW4LXw,7,509784,People & Blogs
og77pfVFJTs,0.0,508797,Entertainment
w_Cf-LT0Ajk,25,508550,Music
5SkwvwSydmk,32,508376,Entertainment
l1DTeah8YAs,28,507731,Howto & Style
y5MKhfqMHX8,51,506576,Music
AcZBI8UaMso,34,505846,Sports
YpnV0M6XTc8,25,502916,Comedy
e5IRkF20JmU,22,501650,Entertainment
kVWj8lgQvsE,31,500676,Entertainment
2eoEctPNGNw,0.0,499437,Sports
O8nZrqbHwaA,5,499023,Entertainment
yDo3Ketyb3w,30,498696,Music
9XaUPRA6ZAI,32,496051,Entertainment
hph2mamrzfE,5,490949,People & Blogs
SCnVbXlC1Ds,30,490925,Entertainment
LFxjwBfFIiY,9,490458,Music
QLUXGKtRaEs,43,490252,Entertainment
JwivtxQEmc8,39,489735,Comedy
MyEqfBkzESU,13,488652,Howto & Style
OTVF8zFIyyQ,15,488461,Entertainment
2pVHOaT9CZ4,33,487769,Entertainment
8gHURYmTzFs,42,487735,Howto & Style
Qi7t_g5QObs,20,486952,Entertainment
FO6dRbQMPPw,10,485160,News & Politics
HBfEf9MsRr4,18,484180,Music
RdyeDDJLTAM,11,483456,Film & Animation
je_0dC12gOs,25,483048,Sports
Yjf5scyjifU,21,482578,Entertainment
kNg_RFDYpTw,20,482479,Howto & Style
Kpxn9nl02qg,26,481938,Entertainment
wEKIAHrugZ4,15,481051,Gaming
2Yb_VA4L3YU,6,480142,Entertainment
OVCZQJvgKLY,40,478538,Entertainment
eKHUU2NHP5U,2,475066,Gaming
jDvKFN6aYsE,27,474692,Entertainment
i6pw07k3GkM,24,474126,News & Politics
HuJkBDBloa0,24,473410,Entertainment
E9eAshaPvYw,17,473236,Film & Animation
urBtAEObqoQ,0.0,470435,Entertainment
GZlCYNxt-Jk,30,469686,Entertainment
ONQ-fAp5X64,21,469080,Sports
zUrDUxh5xS0,21,468190,Education
URfbzdgxFmE,9,467829,Entertainment
HMKoFuOzkxc,1,467756,Music
aeMv9uKpAZg,30,465374,Comedy
LVPzYHk5VW8,23,464826,Comedy
ijnp0bn0u6o,11,464038,Gaming
ovEH_0lHLsk,40,463438,Entertainment
taxAD2LePy8,7,462101,Howto & Style
LeWtF5y9-6Q,31,460472,Comedy
NUjLi_tm-aM,28,460353,Sports
CBZgoICDr6E,1,460141,Gaming
I8S7ZH4-wIs,5,459809,Sports
AcjX4z2_Z5c,6,458444,Music
"_yiQHtBFYkg",0.0,458154,Music
VoYLwjHSQAo,20,457752,People & Blogs
w9PkRku5srg,18,457720,Music
q260bjSiyq0,8,455956,Music
pWZtbfBGjIg,5,454088,Gaming
tXoJTxPLrKM,36,453361,Entertainment
PC1iHFQ0zEk,10,452773,Entertainment
j6PsLLPdiKo,26,451671,Howto & Style
48-pr5-G6Pw,4,451253,Music
ClM-MORjXQI,0.0,450283,Pets & Animals
qkBXzkD6tis,21,449039,People & Blogs
ROZgx6HXw2k,30,446838,Film & Animation
7JMV6iBlXFo,9,445417,Music
tOzCoDvRqyk,6,444660,News & Politics
mJt1O3q0zKc,32,444628,Sports
crjugtkXZN4,26,443960,Music
bu0m_UdtoaU,23,443621,Film & Animation
je2FN-j8AhU,20,443541,Entertainment
hEXCdNnUErY,37,443007,Entertainment
3KmIMuLh4Vs,13,442492,Music
2afSbqlp5HU,13,441268,Film & Animation
FofCwLXknq8,38,441152,Music
6RyOsIseJbk,6,441111,People & Blogs
7bFcHyI4dOk,4,439964,Entertainment
bvBNvAMeovw,11,439258,Entertainment
XZNUgzO9xJA,40,438737,Entertainment
Fy2sbisN7Qo,0.0,438474,Entertainment
nVrkQyLS4oE,39,438173,Entertainment
NuhhbcLyWWo,19,437967,Music
MTstD7FHcBw,9,437536,People & Blogs
ggm2Pvj2QHQ,24,436319,Entertainment
tpyQLIpv4Yk,26,436114,Comedy
1hX1KSKqVmo,13,435697,Gaming
"_UlPkHa4POE",9,435523,Howto & Style
hzCeq0-Vd1U,5,435486,Entertainment
oxI2lyW31zM,33,435169,Music
NBkC83-vh9A,11,434081,Entertainment
xg9ebVTL9yE,33,433712,Music
3adHok6ytJI,14,433624,Entertainment
FntZKz9fXp8,20,433532,Entertainment
KgBWLAKxi-c,15,433518,Entertainment
fmhbFFAFqRE,6,433481,Film & Animation
UKka73nn1dk,19,432576,Sports
iiWm8AxvWtw,33,431006,Entertainment
bUMWiiOlee4,39,430068,Music
VH0wjFRNKXw,19,428620,Sports
ElPJr_tKkO4,0.0,427994,Entertainment
aJ9XruZm_Hg,34,427730,Entertainment
CvAQpSdcvno,25,427495,People & Blogs
DKk5eDqZDKk,0.0,427342,Music
xVArq_Qs9lY,12,427322,Film & Animation
C9vVz7j-zV4,5,427205,News & Politics
jpl2X8tDfIA,8,425974,Music
KTbOAMEmnfI,38,425784,Entertainment
H4NjcO2GAMU,27,425037,People & Blogs
e2ExvdtmIyU,10,424764,Entertainment
Ic8yK9YLyak,37,424688,Entertainment
5UL5wZJPLEg,16,423814,Sports
HTDNGv61-Dk,7,422992,Film & Animation
wsXxfgJZ4E4,29,422379,Howto & Style
NhNJjvStrJM,25,422368,Entertainment
KDPG0YEsD5Q,10,421852,People & Blogs
"_wNZbgBPz1Q",0.0,421573,Film & Animation
ZnHW63aXXB8,21,420979,Entertainment
g0xVbwXs9jo,27,420528,Howto & Style
c24xTGTaTNI,17,420297,People & Blogs
"-uuq9V38Akw",36,420228,Sports
C9c9gqKl_xo,40,419821,Entertainment
KWXvMicCzm0,8,419487,Entertainment
Mjl4OReUX-c,35,418752,People & Blogs
XQmI7hTE4Jw,24,417198,Film & Animation
7snvaAmSHo8,10,416834,Music
7Q5dDVHGr1M,19,416749,Music
"-VgOGzBcMIg",41,416635,Entertainment
YiEFcURJ67U,30,416014,Entertainment
EENwBr3Mp2o,23,415700,Sports
NgVF0DMX3d4,31,415663,Entertainment
CoAiBdkXFBA,35,415209,Sports
ofdSsBKW6NU,40,414801,Entertainment
"_bzQ6sMFUb0",35,414775,Entertainment
tFUKsthR-Ts,0.0,412810,People & Blogs
ddDwAMvq5fw,0.0,412757,Music
UpvVb5pUEFQ,52,412258,Entertainment
xe8Id7pDNOM,19,412247,Science & Technology
"_j7z_oPTvJM",21,412218,Entertainment
3hn14sIQc6E,3,411549,News & Politics
l2HlSkv5T-A,38,411490,Entertainment
d8RW-WSpAhQ,19,411310,People & Blogs
3DflRo_Vids,22,411118,Entertainment
bNJOpnztYgg,30,410353,Entertainment
9PluGinulQM,24,409574,Entertainment
