"_id",total_tags,total_views
35aEjj8C4Cg,9,640971
7pLdjf2NSiU,8,640204
Mdm8rpv045U,18,639571
VquESKGqsDI,14,637503
IP6zLZmVnfo,40,637101
lp_bsz_4e3U,30,637028
ByucbuSe958,4,636653
fRQfrB6klX0,17,635403
lTyDsnDq66A,25,635192
xyXscDJSHD0,35,634302
ZKw1m2yr6Wk,13,633154
QerVvvNem1w,23,632993
PpElRBQ-yGc,18,630957
AvFNCNOyZeE,5,630508
PHWAZNkqwN4,7,630483
"-CCw4ZzOGlI",15,628134
nIwCVaYR-HU,10,627388
XYl_Zr8nvBo,5,625192
YfOHh5mt9SM,13,625030
U0yo2XqufgU,4,624406
6UcGyTD8twE,26,621467
QFfEtKvXMAs,15,618861
tnCbI51JpAM,15,618370
Mv-CJ44KbW4,41,618336
tNoMQSvNAWE,29,618333
yjV4PIDJVHg,14,617479
qEEtzzi1EII,44,614570
IZMkv8_w1yI,6,614095
iRinktgcrcw,10,613781
CWrjDoEBQsw,30,612653
DkXD5949qqQ,1,612123
lq0WUudJiSM,40,612091
ZurW-Uc6Lc0,10,612048
MICQb4QW448,15,607969
QODABIgXtCM,11,607885
4YFo4bdMO8Q,18,607552
4hrrK3rXrR0,43,607283
bGW2eZGnznk,0.0,607226
gLOxQxMnEz8,0.0,602029
TX0UsGn0GPc,23,601830
1KVBFtSuCm0,2,601175
"-i1_jpjmdJE",27,598735
ya6CQrFacIY,5,596505
GWoOLpf9G_A,34,594141
fQjGRb4-IQM,7,591053
94n19Cp2O2o,10,590282
YJ25apqV-C8,38,590126
KB_GCuJwPE4,7,588984
VEf7dupxbRg,10,588153
7WbdxpZ6Khc,9,586562
v0TiqC_C8wI,30,584618
p09c0MXDxto,15,583816
t8a8EFMAuSU,17,583735
a9esk9m9PqQ,1,583416
Yedbkvwm2rY,29,580649
w2A8q3XIhu0,8,580538
XMAMyhK-CHg,39,580314
nc6pLSQGcHQ,25,580038
KzNK1-mH2Xw,33,579046
OPtomB--3Ss,27,579019
494VkPnSvJk,12,578717
BCGt31FpN5c,28,576780
pspGtXW0QYo,10,576167
QBOzHhuTzvw,36,576139
vIVaLtJmyPs,27,576089
ewm0y9nL--Q,8,575352
AmXb2s1_UWo,23,575233
S0NMTuz9Duo,10,575173
nuKhpdLgR2U,17,572015
80T59B2RVOo,18,571647
DSAsdcDIYgw,0.0,571188
e7b5hbWvWEQ,21,570602
6TOSV3-7hzU,2,570451
uCNXhk4jFXY,12,566922
IpjK885tG2c,32,566505
"-SIp6xSP7ds",13,566345
k_aT3jAK_QU,30,565283
mebZJFd8_Vw,15,562408
0JcNT6jYGwI,12,559159
FB64ez0kf1c,29,558689
4OiHwMtKwis,17,557993
2lCW-iaOZ_M,14,557877
KQT32vW61eI,15,557726
XKrV_JqZX1Q,38,557639
"_Oht6ZNXx7I",26,554883
yZhoHsgJlEo,25,554551
bwi9BNyKTcU,35,554130
H0uvmD8CSxs,22,550292
MLFQxVOvan4,20,549560
w4SSZQDFuc8,4,549313
2b5szHlQI_A,25,549193
MwdYpMS8s28,26,548547
aP0izmLk-Q8,26,546929
oYL6kldXWkg,14,545636
iB_XgqdeU1o,22,545235
rKH3G023Xfw,29,543621
BLOIU9DpLq4,20,543067
gEn3wcpNsg8,14,542622
KdBGLKvISJQ,22,542519
Wff1pf2EdS4,6,542216
KdfCcEnJDlY,26,540998
ifkRhaEDzzo,35,538885
mdY3XDGtVnk,41,538762
A9k89DYdHKQ,22,537822
KIEVOMxKWxc,19,537124
SWcdQ-6TKmI,29,536460
y-CvcTfcllk,3,535182
IHy6iXcj004,17,533207
R4EvoDEmqzY,12,530990
hEUj5Lbb9BY,0.0,530921
A9R5tJPbcKI,38,530315
09lz1fRBBsY,23,530206
ERyfRmz0N-w,0.0,528163
n0h0q0zmYHY,27,528130
Ox-DSihhpBM,36,527285
0NWKUHl6JLY,40,526710
Geg4yDxZZDs,6,526078
T3zm1_JSPOQ,22,525887
PSqcvmLE0ek,13,524783
geeTiovdXLQ,28,523216
f3uZxD39awA,5,523106
v_Gdg-fEz6k,17,522346
dAyg7C2-mjQ,19,522173
e7WSwRVKwBo,15,520704
7tm6bhXE5mQ,11,519837
nah07N01UF0,34,519080
VSKuhdmYkUU,35,518852
qT6KNyLEV24,24,518687
Yg83DR3qIPM,16,518580
NclJj1h_MW4,13,518455
GCTyFp0PpHE,3,518377
XQ0sKCp_NZA,23,515277
RGGyTO-VlUs,7,514873
aQzai9oXb-g,12,514740
DhwwTxTh5To,20,514603
HL1LiSiBPMo,8,514403
PUvVjWR3zTQ,3,514389
UXm1xHECZu0,11,514125
fAAAZqFmDfA,6,512974
DVWxQvlgRrM,2,511990
ZzO3DCW4LXw,7,509784
og77pfVFJTs,0.0,508797
w_Cf-LT0Ajk,25,508550
5SkwvwSydmk,32,508376
l1DTeah8YAs,28,507731
y5MKhfqMHX8,51,506576
AcZBI8UaMso,34,505846
YpnV0M6XTc8,25,502916
e5IRkF20JmU,22,501650
kVWj8lgQvsE,31,500676
2eoEctPNGNw,0.0,499437
O8nZrqbHwaA,5,499023
yDo3Ketyb3w,30,498696
9XaUPRA6ZAI,32,496051
hph2mamrzfE,5,490949
SCnVbXlC1Ds,30,490925
LFxjwBfFIiY,9,490458
QLUXGKtRaEs,43,490252
JwivtxQEmc8,39,489735
MyEqfBkzESU,13,488652
OTVF8zFIyyQ,15,488461
2pVHOaT9CZ4,33,487769
8gHURYmTzFs,42,487735
Qi7t_g5QObs,20,486952
FO6dRbQMPPw,10,485160
HBfEf9MsRr4,18,484180
RdyeDDJLTAM,11,483456
je_0dC12gOs,25,483048
Yjf5scyjifU,21,482578
kNg_RFDYpTw,20,482479
Kpxn9nl02qg,26,481938
wEKIAHrugZ4,15,481051
2Yb_VA4L3YU,6,480142
OVCZQJvgKLY,40,478538
eKHUU2NHP5U,2,475066
jDvKFN6aYsE,27,474692
i6pw07k3GkM,24,474126
HuJkBDBloa0,24,473410
E9eAshaPvYw,17,473236
urBtAEObqoQ,0.0,470435
GZlCYNxt-Jk,30,469686
ONQ-fAp5X64,21,469080
zUrDUxh5xS0,21,468190
URfbzdgxFmE,9,467829
HMKoFuOzkxc,1,467756
aeMv9uKpAZg,30,465374
LVPzYHk5VW8,23,464826
ijnp0bn0u6o,11,464038
ovEH_0lHLsk,40,463438
taxAD2LePy8,7,462101
LeWtF5y9-6Q,31,460472
NUjLi_tm-aM,28,460353
CBZgoICDr6E,1,460141
I8S7ZH4-wIs,5,459809
AcjX4z2_Z5c,6,458444
"_yiQHtBFYkg",0.0,458154
VoYLwjHSQAo,20,457752
w9PkRku5srg,18,457720
q260bjSiyq0,8,455956
pWZtbfBGjIg,5,454088
tXoJTxPLrKM,36,453361
PC1iHFQ0zEk,10,452773
j6PsLLPdiKo,26,451671
48-pr5-G6Pw,4,451253
ClM-MORjXQI,0.0,450283
qkBXzkD6tis,21,449039
ROZgx6HXw2k,30,446838
7JMV6iBlXFo,9,445417
tOzCoDvRqyk,6,444660
mJt1O3q0zKc,32,444628
crjugtkXZN4,26,443960
bu0m_UdtoaU,23,443621
je2FN-j8AhU,20,443541
hEXCdNnUErY,37,443007
3KmIMuLh4Vs,13,442492
2afSbqlp5HU,13,441268
FofCwLXknq8,38,441152
6RyOsIseJbk,6,441111
7bFcHyI4dOk,4,439964
bvBNvAMeovw,11,439258
XZNUgzO9xJA,40,438737
Fy2sbisN7Qo,0.0,438474
nVrkQyLS4oE,39,438173
NuhhbcLyWWo,19,437967
MTstD7FHcBw,9,437536
ggm2Pvj2QHQ,24,436319
tpyQLIpv4Yk,26,436114
1hX1KSKqVmo,13,435697
"_UlPkHa4POE",9,435523
hzCeq0-Vd1U,5,435486
oxI2lyW31zM,33,435169
NBkC83-vh9A,11,434081
xg9ebVTL9yE,33,433712
3adHok6ytJI,14,433624
FntZKz9fXp8,20,433532
KgBWLAKxi-c,15,433518
fmhbFFAFqRE,6,433481
UKka73nn1dk,19,432576
iiWm8AxvWtw,33,431006
bUMWiiOlee4,39,430068
VH0wjFRNKXw,19,428620
ElPJr_tKkO4,0.0,427994
aJ9XruZm_Hg,34,427730
CvAQpSdcvno,25,427495
DKk5eDqZDKk,0.0,427342
xVArq_Qs9lY,12,427322
C9vVz7j-zV4,5,427205
jpl2X8tDfIA,8,425974
KTbOAMEmnfI,38,425784
H4NjcO2GAMU,27,425037
e2ExvdtmIyU,10,424764
Ic8yK9YLyak,37,424688
5UL5wZJPLEg,16,423814
HTDNGv61-Dk,7,422992
wsXxfgJZ4E4,29,422379
NhNJjvStrJM,25,422368
KDPG0YEsD5Q,10,421852
"_wNZbgBPz1Q",0.0,421573
ZnHW63aXXB8,21,420979
g0xVbwXs9jo,27,420528
c24xTGTaTNI,17,420297
"-uuq9V38Akw",36,420228
C9c9gqKl_xo,40,419821
KWXvMicCzm0,8,419487
Mjl4OReUX-c,35,418752
XQmI7hTE4Jw,24,417198
7snvaAmSHo8,10,416834
7Q5dDVHGr1M,19,416749
"-VgOGzBcMIg",41,416635
YiEFcURJ67U,30,416014
EENwBr3Mp2o,23,415700
NgVF0DMX3d4,31,415663
CoAiBdkXFBA,35,415209
ofdSsBKW6NU,40,414801
"_bzQ6sMFUb0",35,414775
tFUKsthR-Ts,0.0,412810
ddDwAMvq5fw,0.0,412757
UpvVb5pUEFQ,52,412258
xe8Id7pDNOM,19,412247
"_j7z_oPTvJM",21,412218
3hn14sIQc6E,3,411549
l2HlSkv5T-A,38,411490
d8RW-WSpAhQ,19,411310
3DflRo_Vids,22,411118
bNJOpnztYgg,30,410353
9PluGinulQM,24,409574
6F5x2ArbQKU,18,408213
kqbJCW-jxYM,13,407075
WqMOHepSpkU,0.0,406930
iztt-GoNv18,4,406742
"_6lGaYh71g4",14,406422
fS37K3Lcf6g,10,406422
M_wZMgZNpaM,8,405412
e9byydi6cns,16,404861
"-3VBPAZPTQI",13,404690
JpR_JaVguBk,24,404397
rjIsrpAg3JE,9,404313
5JTMOt4BeDc,29,404143
UYDAgS2Mr6M,7,403559
KjHan6D3O3g,6,403548
ZQ8ir66M5XU,15,403283
BOhylL90UVQ,17,402345
D2mjQP8cmYA,15,401375
I6YQz96PYvw,0.0,399274
ir8UofAKNCM,11,396920
Y9PYlF43i3g,24,396262
o3CaFMmKA7A,43,395808
9GqL1DSQDL0,7,395774
ciaSosapI5Q,20,394835
aAG9G35ioT8,2,394335
sdnD09M5uj0,6,394151
WBxwX1myxqc,40,393218
aRz_XfwcVtU,4,391156
esewCYA424k,40,388940
CpXaNIT8P5I,31,388683
mwpHSMv1pI4,41,388606
XthLQZWIshQ,29,387500
LHDHdyB0A5o,13,387357
fZB-ptAnoQc,8,385615
kDVMAIGZvvw,39,385595
Aeful-nI3ao,9,385525
riaA0GW9jeI,42,383206
JXZG_Qcm6Nw,9,382665
"_H3OHSoNQUI",25,382446
LftOOM6qlJ4,32,381741
UQHSK-kgONk,8,381675
AM1pavPRU8E,17,381343
lHNmUUi6LzM,36,379476
Qc9-dHabR2E,17,379118
d4a9KApRUks,39,378492
qLVZiKDNxtw,36,378334
4FgV0yBZG6E,34,375897
7sce--mR0kA,29,374763
9lH5NgUnPUs,16,374728
OunFUkc2JeY,38,374585
6x3iBCfHFDc,36,374541
kPEzyLTR-a4,32,374013
QQDL4stQCqo,20,373727
juYDGDEIGVk,12,373520
9bAiXJoNdy0,9,370481
qtWjb6ZJ3OQ,27,370125
8nWw8q3zEpw,12,369844
CFMRJSPDr2k,29,369367
0Yp9WS6cJFA,11,369291
pojXEFDFMw8,35,369011
1R0Xgq1bxZI,18,367132
MYATU9yZODE,18,366988
AyiRO0_Ta7o,17,366765
YfWSMMPnTiI,31,366449
LMCuKltaY3M,5,365565
hwnDMahSwNI,7,365407
Nsg6ZDd4NfQ,32,364750
YuAA5DEXbG4,6,362640
TbniWvd5OZ4,13,362554
MnpB1X5VbOQ,18,362474
ceJcHUoO734,7,362065
8QCxV--St8o,8,360462
KP0r5LSbWL4,15,360084
bU-vnDmxd1Q,28,359447
IUmdcd_8Vwc,33,358231
Sf2ttFEyptg,7,358085
bxeHBBf21UY,18,357668
arY6lepNdzU,30,357624
om0h_r2TAmw,29,357460
G9j8wV0ghlg,27,357430
vFK7oWLWapc,0.0,357409
oEtEBOy0ys8,14,356088
ScHb-rczYbM,33,355384
Kc6j1IAK19k,29,354691
HNa_UWX51_s,22,354338
IEq4clKnsdA,12,353574
0lXX3dJUAGY,35,353435
4TcIHlJQpEQ,40,353153
l9Rwc7-p5uA,0.0,352531
ljEjBIZ2qCQ,12,351319
NBYL_QwYhjs,24,350116
AB_u_kOSP8Y,25,349326
UAdJvXMIlXc,0.0,348863
wjdXv3bOtqc,1,348471
kIHhVkkHV2k,27,347257
FZ4Na4rkst8,29,346725
"-5WBCrazSfg",30,345486
PDELaG1YreU,32,345395
JWH5KE1atAg,7,344710
07w3u8iLa-s,0.0,344639
aw-r_G7rfnU,23,343805
UedDBjWIMgU,10,343592
ev2RHDUkE4M,14,343456
pomoP2SH8Cg,31,343286
Ps-nEyvsCKY,26,342865
xp0m08eOD5U,13,342386
8rWuGBPA7bE,21,341655
8ETcciGbBss,28,341639
cokpaG9SyiE,33,341002
HmBIn9De-Yc,14,340750
Z7-R881j6UY,10,339976
w8elLwSfGEM,13,339646
DRfniGCgW0I,19,339517
RAXo1Y7AK_I,8,338268
vN-9kXivHZ8,40,337432
1hTLGlgZ4Z8,22,336967
jy-eDZkhljg,0.0,336349
"_fQtxKmgJC8",31,336112
mOvMR9K4YNc,3,335501
EYkEshCOhEU,14,335478
PmH948yZwhE,11,334870
C8dfiDeJeDU,4,334653
Wjq7x2d_s1w,7,334492
EZOZ-XD5wmg,31,334209
UtuUGoN6HPo,25,333699
MiqL5nR5Cyc,29,333525
rvkm8DPbWgc,7,332911
c7gO55FhKUQ,0.0,332751
L9YpYhe_L2A,5,332236
fkBYn3QkgpA,34,332228
CQZdAK_0PXU,11,331571
exdrZa-k0GY,50,330984
1HcoMNJUiM0,15,330869
XtqJd4-VX94,39,330839
dPcclBGKAMw,2,330650
52L2HML5O1k,13,330439
qqs3fxfmWr4,9,330435
Zy6nbhUW_5E,21,330289
03RQLmDNIEw,31,330158
TosJRlDgKCA,0.0,330155
spOc_9ZhshU,20,328941
FUzs2oMEs8w,30,328651
D8mu5AgUsPs,36,327679
P2z7Jwu5OfQ,36,327325
l8B5dqjsZUs,10,326871
4Lng7bi50To,38,325494
N2MHDzMcGpg,0.0,325229
QkR_xPPmT70,14,324600
BVRvrvCQdmg,15,324342
UCKC-QVcVn0,7,324151
o7OwzKm8aa0,16,323881
dm6ZSfE5muc,10,323417
m7CtnR47w20,38,323233
EyRzpUQTIGA,24,323072
59-oYSzold0,4,322376
LwZC54Ubl8w,18,322017
XR2ezV6pusk,9,321632
iWVlOHSmzzo,29,321478
SGuSLRZgr5U,2,320510
uUCdUCxTjyI,19,320287
xxWXD073Ql0,23,318635
"_akwfRuL4os",0.0,318386
"_P3l2rwAaOs",14,317661
clIvdBfCHOE,39,317121
5zP4yWzb24M,11,316863
YMdo_0H1thU,37,316651
s9EE_r0WRMk,15,316143
51cbHTKdILA,28,316044
EUtaUM0mfc8,25,316043
2XPF3Snm9JE,11,315612
1xvyVnkcgtE,22,315175
xPsEiZAOb_I,24,314718
uD6IkyLMNkQ,19,314613
L-T-aSHM0fc,37,313347
ZdtobM01EHM,12,313192
IKuKZIISPE0,45,312224
4LqZdkkBDas,4,311196
5ER1LOarlgg,1,310501
eYf1IKFNHgM,38,309535
2TQAP-uAN9I,31,309412
EW3KD4kqqug,10,309079
dcVFxgm2S1I,10,308959
p6keMgLmFEk,34,307752
XdE5Psqh57I,1,307473
Dg--VBBuWhk,7,307130
18thGW1YjRM,15,305868
YBT_rfVxY5A,23,304979
Bze3VoLmTTs,4,304917
flqzJnOehOU,0.0,304586
cOaRPJQXFG4,3,304105
KBlmLfHSKFs,18,303963
zmcGIBpgG-Y,16,303341
fs_eQQZEZRY,5,302344
ca3eYxZedD4,3,302084
Q-KsToawMJE,10,301974
1dQEfL2BfUM,28,301583
IOd0HGH6xKI,14,301204
UDwDF6xgv7Q,4,301161
oyC4lLTOyL8,11,300577
FVjXoM4DjTU,2,300506
iNsTzqwwioY,30,300006
L7pElZJaB2w,18,298762
LtqHnoHMQOY,47,298736
1glTOFPECNI,6,298633
QPn3lUhzaqM,16,298203
5KKszaZ4uOw,13,298119
GdR-iTH_f-I,12,296922
JVapiOu7Hkc,0.0,295242
fIElFIuzGLI,23,295222
oU651Rj9QP4,35,294760
C4ZN-2MrgBA,20,294729
8mFUhpKz01s,26,293835
OdJh_Q5XY4U,5,293780
CfyMD5rSK50,35,293698
KMTJrFPie6w,36,293401
VONVWm2X4JI,13,292528
KXRYlfjlFLk,21,291940
yBXcNcBnImc,15,291742
6rCBG57gQJ8,14,291698
5O4h2x9NuTk,30,290758
1Xr-3eDioL8,19,290757
PUqi2P0ry6Y,36,290725
XZ-IYxacK3I,20,290217
W60dqZCEpiY,4,290175
Dlwf5u2BLAg,17,289992
sn_Sgcxg5PQ,14,289399
bGr7gouGzbg,25,288681
uJOCux8B_w0,18,288233
s_LxZx42sIk,12,287828
JWISNlu63QU,12,287477
"-PJaVBbRKcI",5,287354
Up09AUDzLVI,12,286704
lWDWVDu01P0,15,286574
zorKvDiLbxw,6,286110
jGiqc3HSxEg,13,285789
qxXZF60EPdM,1,285687
WUxZCvYkwss,28,285290
bi1wcqsFoCs,23,284933
7HJw7_fmwjY,38,283745
eHIY3HNNqzM,17,283206
Hxkf1E4Uz9Y,5,283045
ArVEH6KS6dA,24,282062
fc5tIKFDy1s,0.0,281793
MgMLdq9DnNc,15,281689
IrmTRb2Ar1I,14,281589
jHBQDOabJLc,6,281108
hSXf6ozQEwo,39,281064
4yG_k2Zlw7Y,11,280219
nRJuIrO9GaU,29,279691
KnQrvQep5Eg,24,279591
OtkMzh9lilI,21,279563
lU9xmWHBTXA,38,279265
wqS9QwOIH3s,9,279155
4j-ED6tL85o,24,278534
M-9A1Ysq9RE,40,277507
4Ibn7DeBS-Y,0.0,277446
OQ8v_KUS0Qg,12,277199
iLp0CQRLgfQ,13,276632
66kn6Dcr12E,11,275733
TdjAJeUy0zM,16,275436
zxjv0lo8bU8,11,275408
4pq_VGpPooM,12,275055
7fm7mll2qvg,5,274981
4WaNHlisU4c,37,274425
XHkAjUVoQME,4,274032
CjjQ-T2n8S0,30,273841
lHG6I6Ec4yA,21,273640
JE03bUlN0rM,5,272086
36PDeN9NRZ0,19,271796
kn073_61fpc,5,271210
M39tO96E6B0,16,270920
FQUmz9QxtFc,23,270057
yabSoxBzo4A,17,269270
Pi2a8oxh-kg,4,268943
B3jbfLe2ZZs,11,268828
nyVsiKX8ojQ,0.0,268687
7YoMGxBa0bw,8,268492
kmH6rve3qF0,8,268058
oUingTdSjC4,24,267976
h_GwO10HroY,31,267555
MJGkm0UwNRk,25,266231
R8QG7nf5IXQ,40,265906
EVNYfoFcrZY,36,265679
Ct_lrDNvxoA,15,265512
UU7OcFBjNgc,5,265088
Cy44KlXh6Co,13,265084
DM-q4pEbxFQ,8,264922
ic1kMoM_kPw,7,264839
Nsw5HuVGdBI,8,264070
RYs08kX3Ih4,1,263147
tH2U9_v7q9E,11,262936
D_Rl7NSpp60,27,261875
mTf3Dcj5NPU,30,260738
6l9go9X1EbE,18,260508
ymrTNoGnP5Q,0.0,260338
qQYou9xSKys,13,260334
Yhea380bYp0,6,260150
zN_DJ3c2N28,9,259931
6BF7IWpaZoU,0.0,259799
N6hVmn9FM7o,1,259786
8Jg90Lqg3VM,28,259428
mA4NVRV1FGU,24,258380
HfIgfy0HJHU,40,258110
FaxqVBYVOVU,2,258037
tIeXSCPBDsY,42,258018
"-GZZ-KSfuCw",23,256547
KKwmGuQaMfo,29,256461
aJqEx_t_9S8,36,256350
muYm5x8DyLA,0.0,255936
B3S9H0129Rw,37,255483
OWvCCu2t6Ts,12,255394
wQZ95eZQtBE,33,255303
1_Nr0hrjR24,4,254737
pVgx8pYpwRE,7,254444
FjqBekVMwjQ,18,253060
s9STSzi4iPI,31,252858
HHauPi8CS4k,26,252463
o4fHlldbRHo,12,251872
NXNM0dTzHOE,13,251634
Vctcsa8Slxo,20,251152
OTu9N40E_MI,12,251064
RzK4sqmgimk,19,250874
Nrt8lWPEEgM,0.0,250861
Qf24J2Twws4,18,250759
o6TJFM0JDU0,34,250326
HlRd9Zy25zo,12,250021
s2GLaxXMVq4,5,249857
hW9ScsV6QJ0,28,249109
17wT_2StvnM,5,249023
oJ_g5fUxtQo,29,248771
f2rWMFf-pUM,31,248675
McenDl9NdYE,18,248403
VygnE7XlWJc,5,247997
LO0FwPXJbi0,6,247537
Ihci78IBvzY,18,247275
gImQUUb8cU4,59,246889
zwEn-ambXLw,13,246809
EwIe8nLwZMY,34,246797
RoYzoe0FHMg,8,246434
ssbOzbL1SJQ,15,246054
w9JQf4Lw46g,27,245875
qZwEZOuSEI8,0.0,245811
yLdav-8af6g,44,245263
OR2qX1oQd2g,18,243760
"-yMXWp-Fh3g",18,243634
h1-AXcb5j18,14,243244
r9Dh46PLjOY,24,242905
0ldBURP-cWo,0.0,242354
yI2k6OKsSVw,19,242099
EYeIEou-5kg,16,242095
qYmPNNvfawM,2,242069
7-7mW9daU5E,7,241787
mjtn3EEG65Q,0.0,240891
QqJZxmU-iZM,35,240837
W187SzNVGvc,22,240545
dIPu12KHIDo,46,239907
5Kk5QxB9lWk,15,239613
FUMpp2Rqpnw,6,239358
urkiePoszu4,12,238405
mjBIsBPG1N8,19,238028
ZNsvGhLM42c,35,237623
moLKl5PzZLc,4,237563
Y3UA5Qf1pt8,21,237287
PIRSVcRIjq0,31,236604
ILZ7Oy3gM5U,2,235620
ki-Afm4arC0,15,235468
WX_0qCyFaeM,8,235449
4diqg8_3a-0,12,235081
x8DegXNFOns,20,234662
gzVTDKK-EKM,4,233822
"_hTTvO50QTs",5,233679
puREqwXzyCI,19,233540
2m2HLU5uVwg,0.0,232589
SMBXARpIqME,25,232406
58sRIu0PUok,22,231182
I92OeEHWmTc,15,230114
r9C7Grxk4bU,49,229148
8HvwNOSnveE,32,228667
zGN8ghHMaKw,20,227836
v1pN6cj8TuE,20,227512
wwVOmTImfLA,35,227101
Jb3xzXyNh8I,21,227091
Vlv_rWiwp-0,9,227074
lJM8qqEy35c,8,226775
S1XtMT9ER0o,7,226551
ozkqm2ifMw8,26,226317
26ZX7NbOhks,30,225986
EAuQBaienc8,26,223483
6eB_iBslIfE,0.0,223133
2S2qtGisT34,8,223109
s4_d8WWS7z0,0.0,222724
QlnMYbtEy2A,3,222638
79dZ8JBTIL4,9,221771
4OdLgsZOM14,61,221521
4FXO1Ydzkpk,26,221067
3XIV3mfc8S0,23,220664
FaJmopuuhZE,8,220332
0GGbHtKmobQ,0.0,219083
0enOVnTDmqA,25,218541
"_bQbYmLAZ_k",48,218453
mZpGOQ7tBKE,13,218153
RlrVhzxV0A4,27,218040
G2U_H5dFKH0,30,217825
rxwYxZSeCho,10,216931
BYwrSAZzXEc,16,216925
cntsqw7XOF0,28,216848
mCcN8NVAB8A,0.0,216738
VLuS34uhLJQ,13,216603
r5JK6eEHwIQ,26,216491
7dhRpJ9ydiw,32,216042
bE89bMMO22I,39,215909
lojZXnH_978,6,215659
jrkhLuroyzg,13,215336
SBH83sXfsP0,31,215117
R0HwrrqTaiE,0.0,214315
wqsu0vtxQWY,42,214223
25ibuwW4Dm4,31,214201
Tl_Qfj8780M,11,213094
9Ktmmjt8Tq4,3,212885
G4MTmN7n8Ks,8,212586
buUazE5BR38,41,212295
DBC04auZVcs,15,211841
rll790aP60Q,8,211660
2vJDniqV8V4,19,210975
8cmrzeDJ8JM,32,210922
sVjXp_341NM,7,210457
tT-lTxhW7pY,10,209811
NqYDzyIUfh0,21,209571
u5Jw7D-c3II,38,208585
8DR0RhpKp2k,5,208474
eLyGI14jDGA,21,207287
TKc65We4Yhs,10,207284
Rm09nLK-Pg8,15,207265
Q_VeGFPY6BM,2,206482
8ZivfJUezjA,20,206383
Ns7h153aFb0,16,206165
Plh2sfrbdlc,28,205177
2mrOcJNPxEc,32,204915
AVoe5SH_K8k,32,204806
hYip_Vuv8J0,32,204496
dmdlKqW6zII,12,204182
paRcIxlBq5c,1,203557
nwPQVagUfrU,6,203399
CofZ7xjGyI8,3,203210
0EQuVfP-vXs,2,202376
w-n3YPSHv4s,13,202320
6EHbZKLkeMg,12,201928
JJWOLBw7tEY,8,201690
pHvXZLREt9E,11,201287
r_ho3R3LbHU,8,201264
mSatYnXyXq8,23,200649
c8ngetsBSGk,35,200556
31mjfjIkWiM,38,200232
1_OVkSsH4NY,0.0,199781
N8U2EPiEbZo,27,199723
emELFiKMuf4,32,199670
BZyUEu1osf8,18,199638
j6Z573n6-xU,30,199252
KUaIX_3W7GA,36,198697
xVp2opnGrEA,25,198684
hTFdtso911s,26,198207
Klr7j6LmBXY,8,196312
UgolB_YLQGs,21,196052
Mn-3c6of8t8,4,195706
CE7SkcoyVAI,27,195665
x1QroTKqG8c,18,195637
MaTSyJDoxPo,33,195542
YInRqgNMLBc,14,195527
CSDHM6iuogI,0.0,194341
UNtOI5RzCek,0.0,194293
F6rBIWN8SsM,12,193184
wgiW1uFZYr8,17,193162
"-a12nTEcoqE",26,192909
FmYMq9EHhdE,11,192138
WXlr35jV3cw,21,191321
2Fdx4TcQFe8,14,190456
qQFPikYSalg,22,190410
sQc00uS6qjY,29,189996
4A-E6EJICvM,11,189801
wujdQNW6B5c,8,189274
yRTRm9RrVaM,24,189270
iptUNUFdyas,6,189192
dl7tsRkAD7w,38,189148
L9FA9U4s3Tg,12,189038
uERIXLWeik0,13,189034
8U88dHTfDiA,18,188573
N40CC9Wzd9A,6,187910
f9KnpxU2LNU,7,187417
NoyaSowvcJw,32,187085
hUDAcPr9dQs,28,187070
F_thvMnIxEM,18,187030
JD40Q9esDws,9,185923
nRRBajXoN4M,16,184630
qIXvh9rXWJs,28,184566
BWhqHJtvbPo,28,184226
Djxjmq9pvrM,21,184115
UM_3NQtO9BE,35,184112
2cosj7UeQoY,21,183679
FtB3YSdLQR4,34,183668
eeOnYPobY_g,22,183553
3BEpWWxPXSU,28,183473
RYXGWpH3ZvQ,25,183396
MjttubnVpqg,8,182837
L424fq8RICQ,0.0,182791
q57eQqq9-IA,43,182776
hsLcTO2a0Ec,10,182670
7cql4KuraEo,31,182597
l-2xdJWnDv4,12,182343
Swtha2lg-xI,41,181883
QfuOtGLfg04,4,181775
WY_l86QcMmA,22,181615
v_CnHkclnC8,34,180962
KweizHAroUU,10,180322
j26WyjSo1dE,29,180296
ty-AFKiiTRA,4,179808
za_7j4vSRyA,4,179323
6epjkX1sr2M,20,179201
ZcTZJiBTCXA,21,179186
TUv06BScsp0,8,178431
If75XsbYCZw,25,178097
z7VBtM7clT4,28,178045
DOEgxMcRm1c,31,177434
PkIKCdT-f6o,41,177202
sOIBkZsGb0A,19,177062
d6awT91VKUw,40,176914
KSbHlycTciM,3,175955
2MxAwOC_o5w,27,175851
FTldNZ7V8ls,19,175802
CHLdNpzdXIY,2,175730
oj8JK6c5x3M,36,174836
QU8g0XNyHRw,9,174799
lyqww9P7qyw,19,174643
JgByDCdtNE8,18,174569
45tSUnisIos,18,174504
q6xkWA0Qi98,14,174354
mHL8xhktzDc,4,173634
exLJr1ScSKY,1,173038
rgyPpsX2B0g,5,172785
XTTf2fmh_QM,13,172410
y8dm1IbpMj4,14,171873
aEEPQK96aDU,0.0,171804
"_804kr2rMrQ",11,171794
GBhrvR838Ag,7,171463
uN9zBcweN4M,19,170797
3yt4JsB9psg,31,170662
BPyNxoVJsr4,27,170441
wLZIWQnACjc,35,169760
